player_name,primary_tour,dg_rank,dg_change,dg_index,owgr_rank,owgr_change,dg_points_rank,dg_points_change
"Wu, Ashun",DP World Tour,377,-3,-0.818,369,-15,366,-9
"Luck, Curtis",Other Tours,378,-2,-0.821,null,0,null,0
"Kozuma, Jinichiro",Other Tours,379,46,-0.822,null,0,343,1
"Katsumata, Ryo",Other Tours,380,-3,-0.822,397,-3,434,-4
"Knox, Russell",Korn Ferry Tour,381,-6,-0.824,410,-14,420,-21
"Norlander, Henrik",PGA Tour,382,-2,-0.833,416,-10,408,-12
"Gilbert, Josiah",Amateur Events,383,-2,-0.833,null,0,null,0
"Voke, Nick",Other Tours,384,-26,-0.838,367,-14,372,-12
"Butler, John Marshall",Korn Ferry Tour,385,-28,-0.841,402,-9,398,-11
"Fernandez Valdes, Jorge",Korn Ferry Tour,386,-25,-0.844,268,-2,238,-6
"Hardy, Nick",PGA Tour,387,-1,-0.845,null,0,null,0
"Bautista, Austin",Other Tours,388,-1,-0.849,401,-10,null,0
"Law, David",DP World Tour,389,0,-0.852,244,-5,358,-8
"Tuten, Shad",Korn Ferry Tour,390,0,-0.852,418,0,373,-4
"Higgs, Harry",PGA Tour,391,49,-0.852,356,0,367,5
"Lombard, Zander",DP World Tour,392,1,-0.856,413,-6,468,-7
"Barron, Haydn",Other Tours,393,10,-0.859,null,0,null,0
"Yuan, Carl",Korn Ferry Tour,394,1,-0.86,null,0,null,0
"Mullinax, Trey",PGA Tour,395,3,-0.862,484,-20,447,-14
"Westwood, Lee",LIV Golf,396,3,-0.864,493,-13,327,-11
"Choi, Jinho",Other Tours,397,4,-0.869,499,-14,490,-3
"Winther, Jeff",DP World Tour,398,4,-0.873,352,-13,389,-10
"Rosenmueller, Thomas",PGA Tour,399,-11,-0.878,446,-14,476,-22
"Lagergren, Joakim",DP World Tour,400,7,-0.895,171,-2,219,-4
"Moldovan, Maxwell",Korn Ferry Tour,401,14,-0.905,475,-1,487,-9
"Williams, Mason",Other Tours,402,28,-0.906,null,0,421,8
"Brown, Hamish",Challenge Tour,403,19,-0.91,399,-2,464,8
"Villegas, Camilo",PGA Tour,404,-4,-0.91,489,-28,null,0
"Bairstow, Sam",DP World Tour,405,5,-0.913,390,-12,425,-11
"Suri, Julian",Korn Ferry Tour,406,74,-0.913,315,16,305,18
"Veerman, Johannes",DP World Tour,407,4,-0.913,273,-4,298,-13
"Mickelson, Phil",LIV Golf,408,4,-0.914,null,0,415,-14
"Els, Ernie",PGA TOUR Champions,409,-5,-0.917,null,0,441,-13
"Lewis, Riley",Other Tours,410,-19,-0.919,null,0,442,-8
"McDowell, Graeme",LIV Golf,411,2,-0.922,null,0,315,-13
"Lamprecht, Christo",PGA Tour,412,-29,-0.922,258,-5,286,-8
"Card III, Jay",Korn Ferry Tour,413,-47,-0.925,203,-6,265,-7
"Chirravuri, Mahanth",Amateur Events,414,-32,-0.927,null,0,null,0
"Song, Minhyuk",Other Tours,415,1,-0.932,303,14,341,-5
"Duncan, Tyler",Korn Ferry Tour,416,45,-0.935,null,0,460,14
"Fischer, Zack",Korn Ferry Tour,417,0,-0.943,302,0,287,0
"Ramsay, Richie",DP World Tour,418,1,-0.944,462,-11,480,-12
"Watts, Tyler",Amateur Events,419,1,-0.949,null,0,null,0
"Masaveu, Luis",LIV Golf,420,-50,-0.952,null,0,485,-16
"Dantorp, Jens",DP World Tour,421,2,-0.952,443,-6,474,-11
"Townsend, Hugo",DP World Tour,422,4,-0.958,350,-10,494,-9
"Newcomb, Patrick",Other Tours,423,0,-0.965,475,0,448,0
"Lee, Junghwan",Other Tours,424,3,-0.965,271,-3,319,-8
"Horikawa, Mikumu",Other Tours,425,3,-0.968,299,-3,333,-9
"Ikemura, Tomoyo",Other Tours,426,-34,-0.971,319,-7,369,-5
"Laird, Martin",PGA Tour,427,2,-0.972,457,-12,null,0
"Pulkkanen, Tapio",DP World Tour,428,4,-0.974,331,-5,405,8
"Saksansin, Poom",Other Tours,429,-50,-0.975,440,-13,481,-17
"Hruby, Petr",Korn Ferry Tour,430,24,-0.988,null,0,null,0
"Stenson, Henrik",LIV Golf,431,0,-0.989,null,0,null,0
"Ok, Taehoon",Other Tours,432,2,-0.993,242,-6,376,-6
"Paul, Jeremy",Korn Ferry Tour,433,-37,-0.996,296,1,304,-11
"Dougherty, Kevin",Korn Ferry Tour,434,0,-0.997,421,0,393,0
"Crocker, Sean",DP World Tour,435,0,-0.997,466,-12,null,0
"Ishizaka, Tomohiro",Other Tours,436,-22,-0.998,327,-7,350,-7
"Cannon, Will",Korn Ferry Tour,437,-31,-1.004,null,0,null,0
"Byrd, Jonathan",PGA Tour,438,-1,-1.004,null,0,null,0
"Gabrelcik, Nick",Korn Ferry Tour,439,-21,-1.011,473,-17,426,-7
"Rozo, Marcelo",PGA Tour,440,-4,-1.014,null,0,null,0
"Tosti, Alejandro",PGA Tour,441,0,-1.017,364,0,371,0
"Westmoreland, Kyle",Korn Ferry Tour,442,-3,-1.018,337,-10,336,-11
"Yoshida, Taiki",Other Tours,443,0,-1.023,427,-6,459,-8
"Thomas, Rayhan",Korn Ferry Tour,444,-27,-1.024,477,-14,416,-6
"Premlall, Yurav",DP World Tour,445,-1,-1.028,251,0,308,-8
"Girrbach, Joel",DP World Tour,446,-1,-1.031,312,-6,359,-5
"Lemke, Niklas",DP World Tour,447,-1,-1.032,500,-8,null,0
"Quayle, Anthony",DP World Tour,448,0,-1.034,null,0,null,0
"Blaum, Ryan",Korn Ferry Tour,449,0,-1.035,null,0,null,0
"Francoeur, Chris",Korn Ferry Tour,450,6,-1.035,null,0,null,0
"Zheng, Sampson",Other Tours,451,17,-1.035,null,0,null,0
"Schenk, Adam",PGA Tour,452,-5,-1.038,167,-2,181,-6
"Iwata, Hiroshi",Other Tours,453,-3,-1.04,349,-11,407,8
"Hitchner, Derek",Korn Ferry Tour,454,-12,-1.04,424,-9,470,-21
"Figueiredo, Pedro",Challenge Tour,455,-4,-1.04,null,0,null,0
"Bae, Yongjun",Other Tours,456,-1,-1.046,null,0,null,0
"Lindh, Charlie",Other Tours,457,-48,-1.046,318,-13,383,-15
"Harrington, Padraig",PGA TOUR Champions,458,-25,-1.047,null,0,362,-6
"Hoffman, Charley",PGA Tour,459,-51,-1.048,null,0,null,0
"Turner, Jack",Amateur Events,460,-3,-1.05,null,0,null,0
"Fioroni, Caden",Other Tours,461,37,-1.054,null,0,null,0
"Wallin, Adam",Challenge Tour,462,0,-1.054,359,0,453,0
"Potter, Luke",Amateur Events,463,-14,-1.054,null,0,null,0
"Cowan, Ryder",Amateur Events,464,-5,-1.057,null,0,null,0
"Cockerill, Aaron",DP World Tour,465,-3,-1.065,null,0,null,0
"Dickson, Taylor",Korn Ferry Tour,466,1,-1.066,270,-3,271,-8
"Van Der Merwe, Graham",Other Tours,467,26,-1.069,null,0,null,0
"Young, Daniel",DP World Tour,468,-4,-1.069,380,-7,493,-9
"Walker, Euan",DP World Tour,469,-4,-1.071,487,-17,495,-9
"Riley, Davis",PGA Tour,470,1,-1.074,164,-2,147,-2
"Ogletree, Andy",LIV Golf,471,4,-1.076,null,0,null,0
"Whitney, Tom",Korn Ferry Tour,472,-31,-1.08,null,0,null,0
"Adam, Cameron",DP World Tour,473,-3,-1.088,null,0,null,0
"Kawamoto, Riki",Other Tours,474,-2,-1.089,366,-14,404,-7
"Jonsson, Tobias",DP World Tour,475,-1,-1.095,472,-12,null,0
"Chandler, Will",Korn Ferry Tour,476,-18,-1.096,425,-15,428,-21
"Weaver, Tyler",Amateur Events,477,0,-1.106,null,0,null,0
"Youprayong, Runchanapong",Other Tours,478,-25,-1.107,null,0,null,0
"Kinney, Tripp",Other Tours,479,0,-1.109,null,0,null,0
"Shelton, Robby",Korn Ferry Tour,480,-59,-1.112,405,-13,365,-16
"Tangkamolprasert, Pavit",Other Tours,481,0,-1.112,368,0,424,0
"List, Luke",PGA Tour,482,-4,-1.113,null,0,null,0
"Jang, Yubin",Other Tours,483,-4,-1.113,377,0,null,0
"Anderson, Matthew",Korn Ferry Tour,484,0,-1.119,411,0,381,0
"Takis, Harry",Amateur Events,485,-3,-1.119,null,0,null,0
"Jones, Matt",LIV Golf,486,0,-1.12,null,0,477,0
"Ogiso, Takashi",Other Tours,487,-4,-1.121,417,-4,443,-4
"Jennings, William",Amateur Events,488,-4,-1.124,null,0,null,0
"Van Paris, Jackson",Korn Ferry Tour,489,-3,-1.124,null,0,null,0
"Ham, Jeong Woo",Other Tours,490,-3,-1.124,406,-3,435,3
"Highsmith, Joe",PGA Tour,491,-1,-1.125,170,0,195,-10
"Wolff, Matthew",LIV Golf,492,-4,-1.125,453,-7,280,-4
"Cantero Gutierrez, Ivan",DP World Tour,493,-4,-1.129,459,-10,null,0
"Hollick, Michael",DP World Tour,494,-3,-1.129,333,-10,384,-8
"Chang, Paul",Amateur Events,495,-3,-1.135,null,0,null,0
"Macdonald, Stuart",Korn Ferry Tour,496,-36,-1.136,446,-11,430,-19
"Lundin, Jack",Other Tours,497,0,-1.138,null,0,null,0
"Albertse, Louis",Other Tours,498,0,-1.14,464,0,null,0
"Goodman, Drew",Other Tours,499,0,-1.147,null,0,null,0
"Gumberg, Jordan",DP World Tour,500,-4,-1.148,320,-5,352,-4
